x,y
0.0,1.0
0.06346651825433926,1.061410596128449
0.12693303650867852,1.1185472664045446
0.1903995547630178,1.171179941623117
0.25386607301735703,1.2190966885774355
0.3173325912716963,1.2621045634394326
0.3807991095260356,1.3000303886764002
0.4442656277803748,1.332721450375793
0.5077321460347141,1.3600461131702537
0.5711986642890533,1.3818943502867786
0.6346651825433925,1.398178186585699
0.6981317007977318,1.4088320528055172
0.7615982190520711,1.4138130495871821
0.8250647373064104,1.4131011202146655
0.8885312555607496,1.4066991313762793
0.9519977738150889,1.3946328616215338
1.0154642920694281,1.3769508975600169
1.0789308103237674,1.3537244382202647
1.1423973285781066,1.3250470083564048
1.2058638468324459,1.2910340818569785
1.269330365086785,1.2518226167723487
1.3327968833411243,1.207570503832969
1.3962634015954636,1.1584559306791384
1.4597299198498028,1.1046766643622652
1.5231964381041423,1.0464492550067501
1.5866629563584815,0.9840081638390671
1.6501294746128208,0.9176048190951538
1.71359599286716,0.8475066036076475
1.7770625111214993,0.773995778149588
1.8405290293758385,0.6973683448699071
1.9039955476301778,0.6179328553972467
1.967462065884517,0.5360091684114527
2.0309285841388562,0.45192716168556174
2.0943951023931957,0.3660254037844384
2.1578616206475347,0.27864979076866114
2.221328138901874,0.19015215339316516
2.284794657156213,0.10088884040897328
2.3482611754105527,0.011219283672541325
2.4117276936648917,-0.07849544915946305
2.475194211919231,-0.16789410852218234
2.53866073017357,-0.25661671756706184
2.6021272484279097,-0.34430602166157076
2.6655937666822487,-0.43060892692751285
2.729060284936588,-0.515177922025456
2.792526803190927,-0.5976724774602394
2.8559933214452666,-0.6777604167730678
2.9194598396996057,-0.7551192540988663
2.982926357953945,-0.8294374927030443
3.0463928762082846,-0.9004158792689021
3.1098593944626236,-0.9677686088851174
3.173325912716963,-1.031224475881253
3.236792430971302,-1.0905279658772673
3.3002589492256416,-1.1454402846497445
3.3637254674799806,-1.1957403196719476
3.42719198573432,-1.2412255304559272
3.490658503988659,-1.281712764111577
3.5541250222429985,-1.3170389928386834
3.6175915404973376,-1.3470619703823337
3.681058058751677,-1.3716608048083834
3.744524577006016,-1.3907364452926034
3.8079910952603555,-1.4042120809633927
3.8714576135146945,-1.4120334501920464
3.934924131769034,-1.414169059085184
3.998390650023373,-1.4106103082995434
4.0618571682777125,-1.4013715276684988
4.1253236865320515,-1.3864899185008817
4.188790204786391,-1.3660254037844384
4.25225672304073,-1.34006038689711
4.3157232412950695,-1.30869941979771
4.3791897595494085,-1.2720687820320902
4.442656277803748,-1.2303159722499768
4.506122796058087,-1.1836091142799692
4.569589314312426,-1.1321362801542179
4.6330558325667655,-1.076104732808731
4.696522350821105,-1.0157400915086827
4.759988869075444,-0.9512854233592656
4.823455387329783,-0.8830002645602433
4.886921905584122,-0.8111595753452782
4.950388423838462,-0.7360526328141141
5.013854942092801,-0.657981866115799
5.07732146034714,-0.5772616386732351
5.14078797860148,-0.4942169823526314
5.204254496855819,-0.4091822886748991
5.267721015110158,-0.322499962339012
5.331187533364497,-0.2345190424791379
5.394654051618837,-0.14559379720723375
5.458120569873176,-0.0560822971004008
5.521587088127515,0.03365502662295805
5.585053606381854,0.1232568334324382
5.648520124636194,0.21236232847641856
5.711986642890533,0.30061271537558376
5.775453161144872,0.387652640969316
5.838919679399211,0.47313162619744914
5.902386197653551,0.5567054773557454
5.96585271590789,0.6380376720424583
6.029319234162229,0.7168007142152768
6.092785752416569,0.7926774529022971
6.156252270670908,0.8653623592570463
6.219718788925247,0.9345627568153199
6.283185307179586,0.9999999999999998
